None	ticker	date	adj_open	adj_high	adj_low	adj_close	adj_volume
56	NVDA	1999-04-14	1.488505734547	1.5225287227652	1.4498432479353	1.4498432479353	1207200.0
57	NVDA	1999-04-15	1.488505734547	1.488505734547	1.4498432479353	1.488505734547	896400.0
58	NVDA	1999-04-16	1.4792267377602	1.5611912093768	1.4792267377602	1.5372204676776	973200.0
59	NVDA	1999-04-19	1.5565517109834	1.5565517109834	1.4498432479353	1.4691744912412	782400.0
60	NVDA	1999-04-20	1.4691744912412	1.5271682211586	1.4258725062362	1.4405642511486	1692000.0
61	NVDA	1999-04-21	1.4405642511486	1.4691744912412	1.4305120046295	1.4645349928478	937200.0
62	NVDA	1999-04-22	1.4691744912412	1.4691744912412	1.3872100196245	1.401901764537	5679600.0
63	NVDA	1999-04-23	1.3964890164113	1.401901764537	1.3245767913137	1.3338557881005	3151200.0
64	NVDA	1999-04-26	1.3338557881005	1.3531870314063	1.2371995715715	1.2665830613963	3087600.0
65	NVDA	1999-04-27	1.2951933014889	1.4111807613237	1.2758620581831	1.401901764537	5673600.0
66	NVDA	1999-04-28	1.4111807613237	1.4111807613237	1.3485475330129	1.3918495180179	3002400.0
67	NVDA	1999-04-29	1.3964890164113	1.401901764537	1.3632392779253	1.3918495180179	1203600.0
68	NVDA	1999-04-30	1.4065412629303	1.4691744912412	1.3964890164113	1.4111807613237	2482800.0
69	NVDA	1999-05-03	1.4258725062362	1.4258725062362	1.3825705212311	1.4212330078428	846000.0
70	NVDA	1999-05-04	1.4212330078428	1.4212330078428	1.3145245447947	1.3439080346195	2401200.0
71	NVDA	1999-05-05	1.3531870314063	1.3725182747121	1.2758620581831	1.3725182747121	3614400.0
72	NVDA	1999-05-06	1.3632392779253	1.3918495180179	1.3052455480079	1.3462277838162	890400.0
73	NVDA	1999-05-07	1.3052455480079	1.3632392779253	1.3052455480079	1.3531870314063	625200.0
74	NVDA	1999-05-10	1.3439080346195	1.3825705212311	1.3439080346195	1.3531870314063	492000.0
75	NVDA	1999-05-11	1.4111807613237	1.4691744912412	1.3825705212311	1.4258725062362	4293600.0
76	NVDA	1999-05-12	1.4405642511486	1.4738139896345	1.4212330078428	1.4691744912412	4212000.0
77	NVDA	1999-05-13	1.4691744912412	1.5078369778528	1.4645349928478	1.4691744912412	1748400.0
78	NVDA	1999-05-14	1.4691744912412	1.4691744912412	1.3725182747121	1.3918495180179	711600.0
79	NVDA	1999-05-17	1.3725182747121	1.4598954944544	1.3678787763187	1.4598954944544	894000.0
80	NVDA	1999-05-18	1.4738139896345	1.5464994644644	1.4305120046295	1.5271682211586	3788400.0
81	NVDA	1999-05-19	1.595214197595	1.6532079275124	1.4351515030229	1.4598954944544	11293200.0
82	NVDA	1999-05-20	1.4691744912412	1.4691744912412	1.2905538030955	1.3439080346195	4454400.0
83	NVDA	1999-05-21	1.3245767913137	1.3245767913137	1.2758620581831	1.3145245447947	7587600.0
84	NVDA	1999-05-24	1.3245767913137	1.3531870314063	1.2905538030955	1.3098850464013	4065600.0
85	NVDA	1999-05-25	1.3145245447947	1.3338557881005	1.3052455480079	1.3191640431881	3252000.0
86	NVDA	1999-05-26	1.3145245447947	1.3825705212311	1.3145245447947	1.3145245447947	2618400.0
87	NVDA	1999-05-27	1.3245767913137	1.3245767913137	1.3052455480079	1.3052455480079	2058000.0
88	NVDA	1999-05-28	1.3245767913137	1.3245767913137	1.3052455480079	1.3191640431881	2216400.0
89	NVDA	1999-06-01	1.3145245447947	1.3245767913137	1.2951933014889	1.3245767913137	2463600.0
90	NVDA	1999-06-02	1.3245767913137	1.3245767913137	1.2758620581831	1.2758620581831	3253200.0
91	NVDA	1999-06-03	1.3098850464013	1.3191640431881	1.2951933014889	1.3098850464013	1039200.0
92	NVDA	1999-06-04	1.3191640431881	1.3245767913137	1.3098850464013	1.3191640431881	1972800.0
93	NVDA	1999-06-07	1.3268965405104	1.3531870314063	1.3245767913137	1.3338557881005	3128400.0
94	NVDA	1999-06-08	1.3384952864939	1.3918495180179	1.3338557881005	1.3678787763187	3832800.0
95	NVDA	1999-06-09	1.3725182747121	1.4212330078428	1.3725182747121	1.3918495180179	2379600.0
96	NVDA	1999-06-10	1.3918495180179	1.401901764537	1.3825705212311	1.3964890164113	902400.0
97	NVDA	1999-06-11	1.3964890164113	1.401901764537	1.3191640431881	1.3725182747121	1525200.0
98	NVDA	1999-06-14	1.3701985255154	1.3725182747121	1.3052455480079	1.3145245447947	1291200.0
99	NVDA	1999-06-15	1.3145245447947	1.3245767913137	1.2951933014889	1.3145245447947	1232400.0
100	NVDA	1999-06-16	1.3338557881005	1.3918495180179	1.3145245447947	1.3531870314063	1610400.0
101	NVDA	1999-06-17	1.3439080346195	1.3632392779253	1.3145245447947	1.3145245447947	1873200.0
102	NVDA	1999-06-18	1.3245767913137	1.3245767913137	1.2665830613963	1.2665830613963	3968400.0
103	NVDA	1999-06-21	1.3052455480079	1.3338557881005	1.2696760603252	1.3338557881005	2086800.0
104	NVDA	1999-06-22	1.3338557881005	1.3338557881005	1.2805015565765	1.3098850464013	4826400.0
105	NVDA	1999-06-23	1.2951933014889	1.3338557881005	1.2805015565765	1.3338557881005	5272800.0
106	NVDA	1999-06-24	1.3439080346195	1.3439080346195	1.2951933014889	1.3052455480079	2880000.0
107	NVDA	1999-06-25	1.2951933014889	1.3384952864939	1.2951933014889	1.3245767913137	1838400.0
108	NVDA	1999-06-28	1.3678787763187	1.3678787763187	1.3145245447947	1.3439080346195	2728800.0
109	NVDA	1999-06-29	1.3632392779253	1.3771577731055	1.3439080346195	1.3578265297997	2317200.0
110	NVDA	1999-06-30	1.401901764537	1.4792267377602	1.3725182747121	1.4792267377602	6730800.0
111	NVDA	1999-07-01	1.4792267377602	1.4792267377602	1.3245767913137	1.401901764537	2224800.0
112	NVDA	1999-07-02	1.4212330078428	1.5031974794594	1.3918495180179	1.5031974794594	5622000.0
113	NVDA	1999-07-06	1.5178892243718	1.5178892243718	1.488505734547	1.5078369778528	4952400.0
114	NVDA	1999-07-07	1.5178892243718	1.5178892243718	1.4792267377602	1.4792267377602	1578000.0
115	NVDA	1999-07-08	1.488505734547	1.5372204676776	1.4405642511486	1.5124764762462	4651200.0
116	NVDA	1999-07-09	1.5078369778528	1.6532079275124	1.5078369778528	1.6408359317967	5293200.0
117	NVDA	1999-07-12	1.7398118975224	1.788526630653	1.6725391708182	1.7158411558232	10026000.0
118	NVDA	1999-07-13	1.735172399129	1.7444513959158	1.6431556809934	1.7204806542166	3471600.0
119	NVDA	1999-07-14	1.7204806542166	1.7591431408282	1.6431556809934	1.6532079275124	3448800.0
120	NVDA	1999-07-15	1.6671264226926	1.7204806542166	1.6624869242992	1.6624869242992	3426000.0
121	NVDA	1999-07-16	1.691870414124	1.7112016574298	1.6624869242992	1.6965099125174	2596800.0
122	NVDA	1999-07-19	1.7011494109108	1.7057889093042	1.6431556809934	1.6532079275124	1090800.0
123	NVDA	1999-07-20	1.6532079275124	1.6532079275124	1.5658307077702	1.6238244376876	4468800.0
124	NVDA	1999-07-21	1.6044931943818	1.6044931943818	1.5271682211586	1.5758829542892	2802000.0
125	NVDA	1999-07-22	1.5658307077702	1.5658307077702	1.488505734547	1.5031974794594	5331600.0
126	NVDA	1999-07-23	1.498557981066	1.5464994644644	1.498557981066	1.5031974794594	2006400.0
127	NVDA	1999-07-26	1.541859966071	1.541859966071	1.5078369778528	1.5078369778528	1513200.0
128	NVDA	1999-07-27	1.5078369778528	1.5178892243718	1.488505734547	1.5124764762462	2464800.0
129	NVDA	1999-07-28	1.5078369778528	1.5565517109834	1.5031974794594	1.5372204676776	6105600.0
130	NVDA	1999-07-29	1.5078369778528	1.5565517109834	1.498557981066	1.5511389628578	9720000.0
131	NVDA	1999-07-30	1.5511389628578	1.595214197595	1.5464994644644	1.5565517109834	11307600.0
132	NVDA	1999-08-02	1.5565517109834	1.5758829542892	1.5464994644644	1.5704702061636	7833600.0
133	NVDA	1999-08-03	1.5704702061636	1.5704702061636	1.5178892243718	1.531807719552	6380400.0
134	NVDA	1999-08-04	1.541859966071	1.5464994644644	1.5271682211586	1.531807719552	2248800.0
135	NVDA	1999-08-05	1.531807719552	1.5565517109834	1.5078369778528	1.5565517109834	6014400.0
136	NVDA	1999-08-06	1.5511389628578	1.5611912093768	1.5464994644644	1.5565517109834	4599600.0
137	NVDA	1999-08-09	1.531807719552	1.5758829542892	1.5271682211586	1.5565517109834	776400.0
138	NVDA	1999-08-10	1.5658307077702	1.6532079275124	1.5565517109834	1.585161951076	5301600.0
139	NVDA	1999-08-11	1.6145454409008	1.7112016574298	1.595214197595	1.691870414124	4942800.0
140	NVDA	1999-08-12	1.7011494109108	1.8171368707456	1.691870414124	1.7738348857406	5990400.0
141	NVDA	1999-08-13	1.7591431408282	1.7931661290464	1.7398118975224	1.7545036424348	2116800.0
142	NVDA	1999-08-16	1.7691953873472	1.7691953873472	1.628463936081	1.6864576659984	5586000.0
143	NVDA	1999-08-17	1.691870414124	1.7204806542166	1.6477951793868	1.691870414124	4838400.0
144	NVDA	1999-08-18	1.6725391708182	1.7498641440414	1.6385161826	1.7305329007356	6997200.0
145	NVDA	1999-08-19	1.8511598589639	2.1944827400749	1.788526630653	2.1171577668517	49174800.0
146	NVDA	1999-08-20	2.1024660219393	2.1171577668517	2.0011703070169	2.0784952802401	8827200.0
147	NVDA	1999-08-23	2.0491117904153	2.0491117904153	1.8851828471821	1.9524555738863	12699600.0
148	NVDA	1999-08-24	1.9238453337937	1.9625078204053	1.8271891172647	1.9377638289739	9951600.0
149	NVDA	1999-08-25	1.9478160754929	1.9671473187987	1.8557993573572	1.9331243305805	8758800.0
150	NVDA	1999-08-26	1.9331243305805	1.9625078204053	1.8751306006631	1.9045140904879	6884400.0
151	NVDA	1999-08-27	1.9431765770995	2.0877742770269	1.9331243305805	2.0104493038037	13809600.0
152	NVDA	1999-08-30	2.0444722920219	2.0831347786335	1.9184325856681	2.0034900562136	3966000.0
153	NVDA	1999-08-31	2.0104493038037	2.1844304935559	1.9717868171921	2.1751514967691	19671600.0
154	NVDA	1999-09-01	2.1751514967691	2.1751514967691	2.0398327936285	2.0730825321145	14133600.0
155	NVDA	1999-09-02	2.0058098054103	2.0591640369343	1.9625078204053	2.0491117904153	8527200.0
156	NVDA	1999-09-03	2.0877742770269	2.1171577668517	2.0491117904153	2.0638035353277	6471600.0
157	NVDA	1999-09-07	2.0978265235459	2.0978265235459	2.0444722920219	2.0537512888087	3110400.0
158	NVDA	1999-09-08	2.0591640369343	2.0730825321145	2.0491117904153	2.0491117904153	4251600.0
159	NVDA	1999-09-09	2.0684430337211	2.0831347786335	1.9818390637111	2.0205015503227	5236800.0
160	NVDA	1999-09-10	2.0537512888087	2.0784952802401	2.0398327936285	2.0491117904153	4185600.0
161	NVDA	1999-09-13	2.0591640369343	2.0591640369343	1.9625078204053	1.9818390637111	4360800.0
162	NVDA	1999-09-14	1.9818390637111	1.9818390637111	1.9137930872747	1.9238453337937	6259200.0
163	NVDA	1999-09-15	1.8991013423622	1.9625078204053	1.8851828471821	1.9377638289739	5318400.0
164	NVDA	1999-09-16	1.9137930872747	1.9331243305805	1.8658516038763	1.8898223455755	3952800.0
165	NVDA	1999-09-17	1.8774503498597	1.8944618439689	1.8171368707456	1.8851828471821	4291200.0
166	NVDA	1999-09-20	1.8511598589639	1.8751306006631	1.8171368707456	1.8171368707456	5727600.0
167	NVDA	1999-09-21	1.778474384134	1.788526630653	1.6191849392942	1.6431556809934	18433200.0
168	NVDA	1999-09-22	1.6431556809934	1.691870414124	1.5464994644644	1.681818167605	9399600.0
169	NVDA	1999-09-23	1.6864576659984	1.691870414124	1.5271682211586	1.541859966071	9489600.0
170	NVDA	1999-09-24	1.5464994644644	1.585161951076	1.2951933014889	1.401901764537	17122800.0
171	NVDA	1999-09-27	1.4931452329404	1.5178892243718	1.401901764537	1.488505734547	10800000.0
172	NVDA	1999-09-28	1.4908254837437	1.6431556809934	1.488505734547	1.6238244376876	10329600.0
173	NVDA	1999-09-29	1.6578474259058	1.7204806542166	1.4691744912412	1.4931452329404	14851200.0
174	NVDA	1999-09-30	1.5464994644644	1.595214197595	1.4691744912412	1.488505734547	8563200.0
175	NVDA	1999-10-01	1.4645349928478	1.5178892243718	1.401901764537	1.4792267377602	8694000.0
176	NVDA	1999-10-04	1.5271682211586	1.531807719552	1.488505734547	1.5078369778528	4440000.0
177	NVDA	1999-10-05	1.5078369778528	1.6624869242992	1.5078369778528	1.6532079275124	11952000.0
178	NVDA	1999-10-06	1.6578474259058	1.9331243305805	1.6431556809934	1.8511598589639	37718400.0
179	NVDA	1999-10-07	1.9284848321871	1.9284848321871	1.7204806542166	1.7305329007356	12182400.0
180	NVDA	1999-10-08	1.7305329007356	1.8704911022697	1.6624869242992	1.8171368707456	9973200.0
181	NVDA	1999-10-11	1.831828615658	1.8364681140514	1.7204806542166	1.7691953873472	13611600.0
182	NVDA	1999-10-12	1.778474384134	1.7978056274398	1.7398118975224	1.7444513959158	8074800.0
183	NVDA	1999-10-13	1.72512015261	1.72512015261	1.6624869242992	1.6965099125174	7009200.0
184	NVDA	1999-10-14	1.7011494109108	1.7011494109108	1.6431556809934	1.6624869242992	4808400.0
185	NVDA	1999-10-15	1.5805224526826	1.6624869242992	1.5758829542892	1.6532079275124	5268000.0
186	NVDA	1999-10-18	1.6578474259058	1.6578474259058	1.5565517109834	1.5658307077702	5379600.0
187	NVDA	1999-10-19	1.6145454409008	1.6145454409008	1.4738139896345	1.5031974794594	7723200.0
188	NVDA	1999-10-20	1.5271682211586	1.5758829542892	1.5031974794594	1.5565517109834	8718000.0
189	NVDA	1999-10-21	1.5511389628578	1.628463936081	1.5078369778528	1.628463936081	9553200.0
190	NVDA	1999-10-22	1.6238244376876	1.7158411558232	1.6238244376876	1.6671264226926	7168800.0
191	NVDA	1999-10-25	1.6578474259058	1.681818167605	1.585161951076	1.585161951076	5346000.0
192	NVDA	1999-10-26	1.6532079275124	1.7978056274398	1.6431556809934	1.7398118975224	12031200.0
193	NVDA	1999-10-27	1.7498641440414	1.7591431408282	1.6338766842066	1.6624869242992	5353200.0
194	NVDA	1999-10-28	1.6725391708182	1.7011494109108	1.5758829542892	1.585161951076	5569200.0
195	NVDA	1999-10-29	1.6044931943818	1.7398118975224	1.595214197595	1.7112016574298	8263200.0
196	NVDA	1999-11-01	1.681818167605	1.8851828471821	1.681818167605	1.8171368707456	19563600.0
197	NVDA	1999-11-02	1.8511598589639	1.9431765770995	1.8364681140514	1.9331243305805	20937600.0
198	NVDA	1999-11-03	2.0104493038037	2.1751514967691	1.9957575588913	2.1217972652451	50292000.0
199	NVDA	1999-11-04	2.1457680069443	2.3151096983032	2.1457680069443	2.2571159683858	31508400.0
200	NVDA	1999-11-05	2.3197491966966	2.3390804400024	2.0784952802401	2.1844304935559	15409200.0
201	NVDA	1999-11-08	2.1171577668517	2.3104701999098	2.0491117904153	2.2470637218667	11750400.0
202	NVDA	1999-11-09	2.2424242234733	2.2524764699924	2.1264367636385	2.2138139833807	6808800.0
203	NVDA	1999-11-10	2.2207732309708	2.2230929801675	2.1504075053377	2.1944827400749	3601200.0
204	NVDA	1999-11-11	2.1944827400749	2.4651201463562	2.1457680069443	2.3491326865214	14067600.0
205	NVDA	1999-11-12	2.4504284014438	2.474399143143	2.3104701999098	2.474399143143	12537600.0
206	NVDA	1999-11-15	2.4914106372521	2.5664158612786	2.387795173133	2.4264576597446	9055200.0
207	NVDA	1999-11-16	2.484451389662	2.7063740628127	2.474399143143	2.6584325794143	18094800.0
208	NVDA	1999-11-17	2.7063740628127	2.8996864958707	2.667711576201	2.7597282943367	19659600.0
209	NVDA	1999-11-18	2.8177220242541	2.8416927659533	2.7450365494243	2.7690072911235	5899200.0
210	NVDA	1999-11-19	3.1030511754478	3.4316823116464	3.0929989289287	3.3156948518116	54129600.0
211	NVDA	1999-11-22	3.3999790726249	3.4022988218216	3.1123301722345	3.310282103686	13504800.0
212	NVDA	1999-11-23	2.9576802257881	3.1076906738412	2.9383489824823	3.0736676856229	13831200.0
213	NVDA	1999-11-24	3.0589759407105	3.0929989289287	2.7496760478177	2.9770114690939	10171200.0
214	NVDA	1999-11-26	2.9484012290013	2.9770114690939	2.8610240092591	2.9576802257881	1794000.0
215	NVDA	1999-11-29	2.9484012290013	2.9870637156129	2.7836990360359	2.8517450124723	7465200.0
216	NVDA	1999-11-30	2.8610240092591	2.9097387423897	2.6777638227201	2.6777638227201	7867200.0
217	NVDA	1999-12-01	2.6777638227201	2.8517450124723	2.6777638227201	2.8130825258607	5588400.0
218	NVDA	1999-12-02	2.8223615226475	3.0589759407105	2.8223615226475	3.0203134540989	7747200.0
219	NVDA	1999-12-03	3.0496969439237	3.1030511754478	2.9097387423897	2.9484012290013	8569200.0
220	NVDA	1999-12-06	2.9576802257881	3.0450574455303	2.9576802257881	3.0303657006179	4465200.0
221	NVDA	1999-12-07	3.0543364423171	3.0589759407105	2.8130825258607	2.9290699856955	4659600.0
222	NVDA	1999-12-08	2.9190177391765	3.0883594305354	2.9097387423897	3.0589759407105	5042400.0
223	NVDA	1999-12-09	3.0543364423171	3.1316614155404	2.8610240092591	2.9677324723071	5373600.0
224	NVDA	1999-12-10	3.0203134540989	3.0350051990113	2.8803552525649	2.9337094840889	2457600.0
225	NVDA	1999-12-13	2.8996864958707	3.0009822107931	2.8610240092591	2.9236572375699	4596000.0
226	NVDA	1999-12-14	2.9290699856955	3.0009822107931	2.8463322643467	2.8757157541715	6847200.0
227	NVDA	1999-12-15	2.8563845108657	2.8710762557781	2.7164263093317	2.7836990360359	5149200.0
228	NVDA	1999-12-16	2.7983907809483	2.8416927659533	2.7550887959433	2.7643677927301	3314400.0
229	NVDA	1999-12-17	2.8416927659533	2.9530407273947	2.8270010210409	2.9097387423897	6552000.0
230	NVDA	1999-12-20	2.9143782407831	3.180376148671	2.8130825258607	3.1509926588462	10060800.0
231	NVDA	1999-12-21	3.1509926588462	3.2909508603802	3.0350051990113	3.2863113619868	9709200.0
232	NVDA	1999-12-22	3.2963636085058	3.4022988218216	3.170323902152	3.36363633521	6279600.0
233	NVDA	1999-12-23	3.3682758336034	3.5956112548797	3.3543573384232	3.5863322580929	7005600.0
234	NVDA	1999-12-27	3.6636572313161	3.6682967297095	3.4123510683406	3.4510135549522	5060400.0
235	NVDA	1999-12-28	3.4510135549522	3.5762800115739	3.4316823116464	3.4409613084332	4479600.0
236	NVDA	1999-12-29	3.4340020608431	3.5956112548797	3.4316823116464	3.5569487682681	3303600.0
237	NVDA	1999-12-30	3.5569487682681	3.6103029997921	3.4989550383506	3.5863322580929	3494400.0
238	NVDA	1999-12-31	3.5785997607706	3.6342737414913	3.5670010147871	3.6296342430979	3183600.0
239	NVDA	2000-01-03	3.6536049847971	3.6829884746219	3.4989550383506	3.6195819965789	7522800.0
240	NVDA	2000-01-04	3.5569487682681	3.5670010147871	3.3443050919042	3.5229257800498	7512000.0
241	NVDA	2000-01-05	3.4216300651274	3.4796237950448	3.3829675785158	3.416990566734	4708800.0
242	NVDA	2000-01-06	3.406938320215	3.406938320215	3.0543364423171	3.1850156470644	3012000.0
243	NVDA	2000-01-07	3.170323902152	3.2716196170744	3.1223824187536	3.2383698785884	1779600.0
244	NVDA	2000-01-10	3.2476488753752	3.4796237950448	3.1896551454578	3.3443050919042	5996400.0
245	NVDA	2000-01-11	3.3249738485984	3.36363633521	3.2089863887636	3.2089863887636	3703200.0
246	NVDA	2000-01-12	3.2089863887636	3.213625887157	3.083719932142	3.127021917147	3088800.0
247	NVDA	2000-01-13	3.1223824187536	3.2863113619868	3.083719932142	3.2577011218942	3304800.0
248	NVDA	2000-01-14	3.3056426052926	3.5329780265689	3.2963636085058	3.3976593234282	15114000.0
249	NVDA	2000-01-18	3.4409613084332	3.5569487682681	3.2863113619868	3.5422570233556	6541200.0
250	NVDA	2000-01-19	3.5569487682681	3.5569487682681	3.4796237950448	3.5090072848697	4117200.0
251	NVDA	2000-01-20	3.5376175249623	3.7309299580203	3.4703447982581	3.4989550383506	4489200.0
252	NVDA	2000-01-21	3.4896760415639	3.503594536744	3.373688581729	3.460292551739	13606800.0
253	NVDA	2000-01-24	3.5716405131805	3.5716405131805	3.2863113619868	3.3056426052926	6423600.0
254	NVDA	2000-01-25	3.320334350205	3.3543573384232	3.170323902152	3.2770323652	5928000.0
255	NVDA	2000-01-26	3.2770323652	3.36363633521	3.083719932142	3.1417136620594	5811600.0
256	NVDA	2000-01-27	3.1656844037586	3.1656844037586	2.8610240092591	2.9770114690939	11455200.0
257	NVDA	2000-01-28	2.9383489824823	2.9576802257881	2.7744200392491	2.8904074990839	4861200.0
258	NVDA	2000-01-31	2.9043259942641	2.9677324723071	2.7063740628127	2.8656635076525	4560000.0
259	NVDA	2000-02-01	2.8710762557781	2.9576802257881	2.7643677927301	2.9337094840889	2324400.0
260	NVDA	2000-02-02	2.9484012290013	3.0736676856229	2.9337094840889	3.0156739557055	3726000.0
261	NVDA	2000-02-03	3.1123301722345	3.1749634005454	3.0450574455303	3.0643886888362	2706000.0
262	NVDA	2000-02-04	3.1610449053652	3.1610449053652	3.0736676856229	3.1363009139337	3092400.0
263	NVDA	2000-02-07	3.1509926588462	3.1509926588462	2.9383489824823	2.9429884808757	5437200.0
264	NVDA	2000-02-08	3.0156739557055	3.1896551454578	2.9383489824823	3.083719932142	11720400.0
265	NVDA	2000-02-09	3.1997073919768	3.2522883737686	3.1556321572396	3.1610449053652	14726400.0
266	NVDA	2000-02-10	3.3543573384232	3.8662486611609	3.3543573384232	3.8082549312435	24252000.0
267	NVDA	2000-02-11	3.9969278659082	4.0015673643016	3.5863322580929	3.8662486611609	10594800.0
268	NVDA	2000-02-14	3.8755276579477	4.4848484469467	3.8376384210683	4.4848484469467	16252800.0
269	NVDA	2000-02-15	4.4949006934657	4.4995401918591	4.1276070706554	4.3108672571944	11262000.0
